id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V001013,36-EJ-13,BMW,X1,SUV,5,2016,Híbrido a Gasolina,95000,12900,2022-07-17,14100,2022-07-31,Braga
V001014,23-IO-45,Audi,A3,Sedan,5,2017,Gasolina,65000,11600,2022-07-12,13400,2022-11-14,Braga
V001015,50-XM-80,Mercedes,Classe A,Hatchback,5,2019,Gasóleo,33000,14600,2022-07-19,16100,2022-11-30,Braga
V001016,17-XW-26,Citroën,C3,Citadino,5,2017,Gasolina,76000,5500,2022-07-06,6400,2022-07-28,Braga
V001017,53-CN-53,Hyundai,Kona,SUV,5,2017,100% Elétrico,53000,14900,2022-07-04,,,Braga
V001018,36-OF-24,Fiat,500,Citadino,4,2018,Híbrido a Gasolina,67000,7400,2022-07-17,,,Braga
V001019,38-PB-15,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,37000,13100,2022-07-08,,,Braga
V001020,47-PA-95,Seat,Arona,SUV,5,2020,Gasolina,33000,12900,2022-07-05,14500,2022-07-21,Braga
V001021,31-MG-29,Citroën,C3,Citadino,5,2013,Gasolina,132000,3600,2022-07-07,4000,2022-10-21,Braga
V001022,51-IM-25,Hyundai,Kona,SUV,5,2019,Híbrido a Gasolina,49000,15200,2022-07-10,16700,2022-09-25,Braga
V001023,36-GY-82,Fiat,500,Citadino,4,2017,Gasolina,55000,6700,2022-07-31,7700,2022-09-08,Braga
V001024,13-JA-37,Volkswagen,Golf,Hatchback,5,2015,Híbrido a Gasolina,98000,7600,2022-07-07,8300,2022-09-21,Braga
