id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000983,80-YZ-62,Seat,Ibiza,Citadino,5,2014,Gasóleo,96000,4600,2022-04-22,5400,2022-08-05,Braga
V000984,89-NB-35,Seat,Arona,SUV,5,2020,Gasolina,44000,11900,2022-04-13,,,Braga
V000985,97-SY-29,Fiat,500,Citadino,4,2017,Gasolina,86000,5900,2022-04-13,6400,2022-06-08,Braga
V000986,18-CA-11,Peugeot,208,Citadino,5,2018,100% Elétrico,45000,10800,2022-04-05,12300,2022-04-26,Braga
V000987,18-LT-50,Nissan,Leaf,Elétrico,5,2020,100% Elétrico,41000,14300,2022-04-11,15700,2022-06-16,Braga
V000988,25-RT-62,Renault,Zoe,Elétrico,5,2019,100% Elétrico,38000,12800,2022-04-16,13800,2022-06-05,Braga
V000989,58-PM-71,Fiat,500,Citadino,4,2020,Híbrido a Gasolina,31000,11300,2022-04-09,12200,2022-05-01,Braga
V000990,72-VS-54,Mercedes,GLA,SUV,5,2019,Gasóleo,56000,17600,2022-04-27,,,Braga
V000991,51-JW-20,Kia,Niro,SUV,5,2017,Híbrido a Gasolina,77000,12600,2022-04-03,14800,2022-06-04,Braga
V000992,13-PK-31,Kia,Niro,SUV,5,2017,Híbrido a Gasolina,60000,13600,2022-04-20,16000,2022-07-12,Braga
