id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V001238,27-KA-83,Audi,A3,Sedan,5,2017,Híbrido a Gasolina,73000,9500,2024-07-10,10800,2024-10-31,Braga
V001239,18-ZX-93,Kia,Niro,SUV,5,2018,100% elétrico ,89000,12700,2024-07-10,14700,2024-10-27,Braga
V001240,22-HO-25,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,75000,19900,2024-07-19,,,Braga
V001241,19-XY-29,Nissan,Qashqai,SUV,5,2019,Híbrido a Gasolina,71000,11800,2024-07-18,12900,2024-08-05,Braga
V001242,89-BO-20,Kia,Niro,SUV,5,2023,Híbrido a Gasolina,27000,20200,2024-07-14,21800,2024-08-10,Braga
V001243,23-KK-43,Nissan,Leaf,Elétrico,5,2017,100% Elétrico,90000,8300,2024-07-01,,,Braga
V001244,61-PS-91,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,56000,14000,2024-07-21,15900,2024-08-06,Braga
V001245,32-HI-71,Citroën,C3,Citadino,5,2021,Gasóleo,68000,7000,2024-07-20,7800,2024-10-12,Braga
V001246,75-DB-36,Peugeot,3008,SUV,5,2016,Híbrido a Gasolina,101000,9100,2024-07-15,,,Braga
V001247,21-PF-64,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,61000,10500,2024-07-26,,,Braga
