id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000618,52-EI-50,Renault,Clio,Citadino,5,2014,Gasolina,109000,4600,2022-10-05,,,Porto
V000619,79-BV-41,Tesla,Model 3,Elétrico,5,2019,100% Elétrico,31000,25100,2022-10-17,27300,2023-01-24,Porto
V000620,34-BU-28,Mercedes,Classe A,Hatchback,5,2017,Gasóleo,65000,11500,2022-10-28,12300,2023-03-14,Porto
V000621,32-TH-48,Volkswagen,Tiguan,SUV,5,2013,Gasóleo,125000,8600,2022-10-18,9400,2022-12-19,Porto
V000622,71-AY-58,Seat,Ibiza,Citadino,5,2015,Gasóleo,98000,4700,2022-10-09,5400,2023-02-08,Porto
V000623,58-RT-71,BMW,X1,SUV,5,2016,Híbrido a Gasolina,98000,12500,2022-10-10,13900,2023-01-08,Porto
V000624,57-MP-49,Volkswagen,Tiguan,SUV,5,2017,Gasolina,95000,11600,2022-10-05,13600,2023-01-31,Porto
V000625,54-QW-72,Peugeot,208,Citadino,5,2021,Gasóleo,19000,12600,2022-10-02,14500,2022-12-18,Porto
V000626,92-EI-87,Renault,Clio,Citadino,5,2017,Gasolina,72000,5700,2022-10-13,6500,2022-11-01,Porto
V000627,85-CQ-34,Mercedes,Classe A,Hatchback,5,2016,Gasóleo,90000,9200,2022-10-20,10200,2023-02-07,Porto
V000628,21-DU-83,Peugeot,3008,SUV,5,2018,Gasolina,74000,12200,2022-10-23,14000,2023-02-17,Porto
