id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000925,95-SQ-76,Seat,Arona,SUV,5,2017,Gasolina,74000,7100,2024-11-29,,,Porto
V000926,14-XZ-59,Hyundai,Kona,SUV,5,2021,Híbrido a Gasolina,44000,16400,2024-11-05,,,Porto
V000927,71-LG-90,Tesla,Model 3,Elétrico,5,2018,100% Elétrico,85000,15700,2024-11-06,,,Porto
V000928,53-FI-53,Kia,Niro,SUV,5,2020,100% Elétrico,63000,14600,2024-11-07,,,Porto
V000929,64-UA-79,Renault,Clio,Citadino,5,2022,Gasóleo,46000,8800,2024-11-22,,,Porto
V000930,80-CQ-33,Peugeot,3008,SUV,5,2022,Gasolina,30000,17400,2024-11-04,,,Porto
V000931,77-TY-29,Kia,Niro,SUV,5,2022,Híbrido a Gasolina,22000,18900,2024-11-07,,,Porto
V000932,91-UT-38,Seat,Ibiza,Citadino,5,2019,Gasolina,91000,5400,2024-11-18,,,Porto
V000933,47-MQ-63,Audi,A3,Sedan,5,2019,Gasóleo,56000,12900,2024-11-20,,,Porto
V000934,88-TC-17,Renault,Clio,Citadino,5,2021,Gasolina,65000,7200,2024-11-10,,,Porto
V000935,54-CH-45,BMW,X1,SUV,5,2021,Gasolina,53000,17300,2024-11-06,,,Porto
V000936,51-AU-25,Seat,Arona,SUV,5,2019,Gasolina,52000,9000,2024-11-24,,,Porto
V000937,29-CY-53,Seat,Ibiza,Citadino,5,2018,GPL,75000,5000,2024-11-20,,,Porto
V000938,72-YJ-38,Kia,Niro,SUV,5,2020,100% Elétrico,65000,14500,2024-11-27,,,Porto
V000939,45-XX-45,BMW,X1,SUV,5,2019,Híbrido a Gasolina,94000,14900,2024-11-20,17300,2024-12-28,Porto
