id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000558,58-PX-87,Peugeot,3008,SUV,5,2020,Híbrido a Gasolina,26000,18100,2022-05-01,21100,2022-09-05,Porto
V000559,60-KR-15,Volkswagen,Tiguan,SUV,5,2016,Híbrido a Gasolina,87000,11400,2022-05-25,12600,2022-09-18,Porto
V000560,25-UR-20,Nissan,Leaf,Elétrico,5,2018,100% Elétrico,61000,11800,2022-05-24,13300,2022-08-23,Porto
V000561,45-ZG-41,BMW,Série 1,Hatchback,5,2016,Gasolina,96000,9100,2022-05-02,10700,2022-06-29,Porto
V000562,12-KN-33,Renault,Zoe,Elétrico,5,2017,100% Elétrico,70000,9300,2022-05-19,,,Porto
V000563,21-EJ-62,Nissan,Leaf,Elétrico,5,2017,100% Elétrico,50000,11200,2022-05-11,12200,2022-07-08,Porto
V000564,25-BG-40,BMW,X1,SUV,5,2020,Híbrido a Gasolina,37000,20800,2022-05-06,22700,2022-08-08,Porto
V000565,13-NU-39,Peugeot,208,Citadino,5,2017,Gasóleo,55000,7600,2022-05-25,8100,2022-09-18,Porto
V000566,74-GZ-28,Mercedes,GLA,SUV,5,2019,Híbrido a Gasolina,43000,19800,2022-05-19,23000,2022-06-21,Porto
V000567,31-AB-71,Kia,Niro,SUV,5,2018,Híbrido a Gasolina,63000,13200,2022-05-18,15000,2022-08-12,Porto
V000568,60-WD-27,Nissan,Qashqai,SUV,5,2018,Híbrido a Gasolina,63000,12200,2022-05-12,13400,2022-06-10,Porto
