id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000529,77-UU-77,Seat,Ibiza,Citadino,5,2016,Gasolina,107000,5300,2022-03-11,,,Porto
V000530,76-NJ-82,Citroën,C3,Citadino,5,2016,Gasolina,87000,5100,2022-03-26,,,Porto
V000531,84-CY-74,BMW,X1,SUV,5,2016,Gasóleo,73000,13000,2022-03-04,14300,2022-05-19,Porto
V000532,68-YV-67,Audi,A3,Sedan,5,2019,Gasolina,33000,15300,2022-03-26,17300,2022-06-26,Porto
V000533,10-MD-11,Nissan,Qashqai,SUV,5,2013,Híbrido a Gasolina,130000,7700,2022-03-28,8700,2022-07-29,Porto
V000534,21-EE-11,Citroën,C3,Citadino,5,2015,Gasóleo,101000,4800,2022-03-28,5600,2022-07-19,Porto
V000535,78-GC-48,Renault,Zoe,Elétrico,5,2020,100% Elétrico,33000,15200,2022-03-23,17600,2022-07-24,Porto
V000536,84-HG-47,Volkswagen,Tiguan,SUV,5,2018,Gasolina,82000,12700,2022-03-04,14800,2022-03-21,Porto
V000537,61-PQ-85,Renault,Zoe,Elétrico,5,2018,100% Elétrico,57000,11700,2022-03-02,12500,2022-05-27,Porto
V000538,92-NP-24,Hyundai,Kona,SUV,5,2015,Híbrido a Gasolina,83000,9800,2022-03-28,10700,2022-04-25,Porto
V000539,97-KT-94,Hyundai,Kona,SUV,5,2017,Gasolina,72000,11200,2022-03-23,12700,2022-05-30,Porto
V000540,30-TG-46,Nissan,Leaf,Elétrico,5,2017,100% Elétrico,90000,9900,2022-03-24,11400,2022-08-03,Porto
V000541,16-AL-43,BMW,X1,SUV,5,2017,Gasolina,62000,14900,2022-03-06,16200,2022-05-17,Porto
V000542,53-ZL-15,Volkswagen,Tiguan,SUV,5,2013,Híbrido a Gasolina,115000,8700,2022-03-29,9700,2022-06-06,Porto
V000543,68-YD-23,Fiat,500,Citadino,4,2017,Híbrido a Gasolina,69000,6700,2022-03-28,,,Porto
