id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000581,96-ZA-68,Nissan,Leaf,Elétrico,5,2015,100% Elétrico,90000,8600,2022-07-26,9800,2022-11-01,Porto
V000582,71-XT-66,BMW,Série 1,Hatchback,5,2016,Gasóleo,81000,9900,2022-07-01,10900,2022-09-16,Porto
V000583,49-TK-47,Peugeot,3008,SUV,5,2018,Gasóleo,73000,12400,2022-07-05,13400,2022-08-23,Porto
V000584,91-GZ-18,Mercedes,GLA,SUV,5,2019,Híbrido a Gasolina,60000,19600,2022-07-22,23100,2022-09-22,Porto
V000585,30-DO-15,Audi,A3,Sedan,5,2016,Híbrido a Gasolina,105000,10700,2022-07-15,11900,2022-10-11,Porto
V000586,58-GM-33,Hyundai,Kona,SUV,5,2020,Gasolina,29000,17300,2022-07-23,20000,2022-10-27,Porto
V000587,13-GG-46,Mercedes,GLA,SUV,5,2021,Gasolina,21000,24100,2022-07-12,25700,2022-10-24,Porto
V000588,12-VE-58,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,45000,12900,2022-07-24,15100,2022-10-11,Porto
V000589,18-DE-26,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,43000,14000,2022-07-11,16300,2022-11-11,Porto
V000590,47-ZE-51,Nissan,Qashqai,SUV,5,2017,Gasóleo,77000,11100,2022-07-12,12900,2022-09-10,Porto
V000591,88-CF-75,Mercedes,Classe A,Hatchback,5,2016,Gasóleo,102000,9500,2022-07-05,11000,2022-11-14,Porto
