id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000766,64-ON-62,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,48000,24200,2023-10-27,27000,2024-02-07,Porto
V000767,79-SJ-16,Hyundai,Kona,SUV,5,2017,100% Elétrico,84000,12200,2023-10-25,13100,2024-02-09,Porto
V000768,93-DK-86,Renault,Clio,Citadino,5,2018,Gasóleo,93000,6000,2023-10-01,6600,2023-10-27,Porto
V000769,76-ER-73,Seat,Arona,SUV,5,2020,Gasolina,46000,11200,2023-10-16,12800,2023-11-10,Porto
V000770,10-ET-25,Hyundai,Kona,SUV,5,2020,Híbrido a Gasolina,40000,17100,2023-10-05,18400,2023-12-07,Porto
V000771,79-IT-97,Nissan,Qashqai,SUV,5,2016,Gasolina,72000,8700,2023-10-01,10100,2023-11-29,Porto
V000772,47-JV-22,Mercedes,Classe A,Hatchback,5,2021,Gasóleo,51000,15100,2023-10-05,16900,2023-12-07,Porto
V000773,25-SM-11,Citroën,C3,Citadino,5,2017,Gasóleo,79000,5000,2023-10-13,5500,2023-11-01,Porto
V000774,30-LQ-74,Mercedes,GLA,SUV,5,2018,Híbrido a Gasolina,83000,15400,2023-10-22,16800,2024-02-28,Porto
V000775,94-JM-18,Hyundai,Kona,SUV,5,2017,Gasolina,86000,10300,2023-10-17,11300,2023-12-03,Porto
V000776,51-SS-54,BMW,Série 1,Hatchback,5,2017,Gasolina,97000,9600,2023-10-16,10300,2024-01-02,Porto
V000777,39-YZ-40,Renault,Zoe,Elétrico,5,2021,100% Elétrico,24000,14700,2023-10-03,16200,2024-02-13,Porto
V000778,19-OY-57,Nissan,Leaf,Elétrico,5,2018,100% Elétrico,58000,10200,2023-10-24,11800,2023-11-14,Porto
