id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000656,42-VN-98,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,38000,17800,2023-01-14,19000,2023-05-22,Porto
V000657,29-KZ-65,Volkswagen,Tiguan,SUV,5,2019,Gasolina,76000,13200,2023-01-09,14700,2023-03-03,Porto
V000658,52-YI-28,Kia,Niro,SUV,5,2022,100% Elétrico,32000,22200,2023-01-09,24500,2023-02-12,Porto
V000659,72-DQ-54,Peugeot,3008,SUV,5,2020,Gasóleo,37000,14800,2023-01-13,16700,2023-04-13,Porto
V000660,96-ZR-80,Hyundai,Kona,SUV,5,2022,Gasolina,22000,20500,2023-01-20,23700,2023-04-30,Porto
V000661,44-BX-91,Nissan,Leaf,Elétrico,5,2015,100% Elétrico,90000,7800,2023-01-16,8600,2023-03-05,Porto
V000662,64-QW-39,Mercedes,Classe A,Hatchback,5,2018,Gasóleo,65000,12000,2023-01-20,13100,2023-06-09,Porto
V000663,31-SB-20,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,45000,12500,2023-01-31,14700,2023-04-14,Porto
V000664,97-VR-99,Citroën,C3,Citadino,5,2020,Gasóleo,65000,6900,2023-01-28,7700,2023-06-11,Porto
V000665,31-VY-77,Mercedes,GLA,SUV,5,2022,Gasolina,32000,23900,2023-01-27,27100,2023-02-18,Porto
V000666,96-HR-25,Volkswagen,Tiguan,SUV,5,2016,Gasolina,82000,10000,2023-01-05,11000,2023-02-14,Porto
V000667,75-BO-89,Renault,Clio,Citadino,5,2017,Gasolina,102000,5700,2023-01-01,,,Porto
