id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000876,63-YA-46,Kia,Niro,SUV,5,2021,100% Elétrico,36000,17900,2024-07-10,20200,2024-10-20,Porto
V000877,32-FY-61,Fiat,500,Citadino,4,2019,Gasolina,76000,6000,2024-07-30,6800,2024-09-08,Porto
V000878,78-MH-61,Seat,Ibiza,Citadino,5,2017,Gasolina,114000,4800,2024-07-29,5400,2024-10-30,Porto
V000879,93-FV-22,Fiat,500,Citadino,4,2022,Híbrido a Gasolina,33000,10400,2024-07-15,12000,2024-10-20,Porto
V000880,62-AK-88,Audi,A3,Sedan,5,2021,Híbrido a Gasolina,48000,15000,2024-07-14,17000,2024-08-15,Porto
V000881,30-OL-40,BMW,Série 1,Hatchback,5,2020,Gasolina,80000,10600,2024-07-03,12300,2024-09-02,Porto
V000882,66-HZ-32,Hyundai,Kona,SUV,5,2022,Híbrido a Gasolina,31000,18000,2024-07-11,20600,2024-09-23,Porto
V000883,18-AX-14,Peugeot,208,Citadino,5,2021,Gasolina,48000,9300,2024-07-20,,,Porto
V000884,17-JZ-60,Citroën,C3,Citadino,5,2018,Gasóleo,103000,5300,2024-07-16,5900,2024-08-03,Porto
V000885,43-YS-24,Tesla,Model 3,Elétrico,5,2022,100% Elétrico,45000,27100,2024-07-02,29100,2024-08-14,Porto
V000886,72-YH-43,Seat,Ibiza,Citadino,5,2020,Gasóleo,58000,6600,2024-07-05,7400,2024-08-04,Porto
V000887,28-QJ-13,Tesla,Model 3,Elétrico,5,2021,100% Elétrico,44000,24900,2024-07-11,,,Porto
V000888,29-XZ-98,Seat,Ibiza,Citadino,5,2019,Gasóleo,75000,6000,2024-07-10,6800,2024-11-11,Porto
V000889,76-MP-89,Mercedes,Classe A,Hatchback,5,2017,Híbrido a Gasolina,97000,9100,2024-07-09,10400,2024-10-22,Porto
V000890,71-FP-58,Kia,Niro,SUV,5,2019,100% Elétrico,67000,14400,2024-07-19,16800,2024-09-12,Porto
