id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000789,26-TM-71,Renault,Zoe,Elétrico,5,2017,100% Elétrico,59000,9300,2023-12-03,11000,2024-02-15,Porto
V000790,66-WJ-56,Peugeot,208,Citadino,5,2018,Gasolina,77000,7400,2023-12-31,,,Porto
V000791,89-PI-20,Nissan,Qashqai,SUV,5,2018,Gasóleo,82000,10000,2023-12-17,11400,2024-04-12,Porto
V000792,40-WO-93,BMW,X1,SUV,5,2019,Híbrido a Gasolina,47000,17500,2023-12-08,18600,2024-01-25,Porto
V000793,17-IT-59,Kia,Niro,SUV,5,2022,100% Elétrico,26000,22400,2023-12-27,,,Porto
V000794,54-AT-53,Hyundai,Kona,SUV,5,2017,Gasolina,90000,10000,2023-12-02,11200,2023-12-22,Porto
V000795,17-ZD-80,Hyundai,Kona,SUV,5,2021,Híbrido a Gasolina,46000,18200,2023-12-19,21000,2024-04-18,Porto
V000796,69-XH-26,Mercedes,Classe A,Hatchback,5,2017,Híbrido a Gasolina,98000,10400,2023-12-28,12200,2024-02-19,Porto
V000797,56-IV-42,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,50000,16200,2023-12-09,18400,2023-12-30,Porto
V000798,66-OA-66,renault,Zoe,Elétrico,5,2020,100% Elétrico,45000,13600,2023-12-20,,,Porto
V000799,66-FI-45,Kia,Niro,SUV,5,2016,Híbrido a Gasolina,87000,9800,2023-12-28,11500,2024-03-29,Porto
