id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000755,19-FV-11,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,39000,16400,2023-09-05,,,Porto
V000756,39-QQ-31,Kia,Niro,SUV,5,2021,Híbrido a Gasolina,20000,19900,2023-09-16,,,Porto
V000757,42-LO-11,Tesla,Model 3,Elétrico,5,2021,100% Elétrico,36000,27600,2023-09-04,31500,2023-11-20,Porto
V000758,62-HV-28,Seat,Arona,SUV,5,2018,Gasolina,82000,8000,2023-09-11,8600,2023-09-28,Porto
V000759,91-DI-90,Mercedes,GLA,SUV,5,2019,Híbrido a Gasolina,56000,17000,2023-09-23,,,Porto
V000760,15-SQ-99,Hyundai,Kona,SUV,5,2018,Gasolina,65000,11400,2023-09-29,12500,2023-12-20,Porto
V000761,73-VE-69,BMW,Série 1,Hatchback,5,2017,Gasolina,93000,8900,2023-09-15,,,Porto
V000762,85-DB-72,Fiat,500,Citadino,4,2021,Gasolina,23000,10600,2023-09-18,11500,2023-10-10,Porto
V000763,44-EX-35,Seat,Ibiza,Citadino,5,2020,Gasóleo,51000,8000,2023-09-01,9400,2023-10-22,Porto
V000764,48-TJ-32,Hyundai,Kona,SUV,5,2019,Gasolina,63000,12900,2023-09-02,15100,2023-10-09,Porto
V000765,48-SU-69,Mercedes,Classe A,Hatchback,5,2020,Gasolina,41000,13900,2023-09-19,15200,2023-12-17,Porto
