id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000668,33-ML-11,Seat,Arona,SUV,5,2019,Gasolina,45000,9500,2023-02-20,,,Porto
V000669,60-LJ-56,Renault,Clio,Citadino,5,2020,Gasolina,66000,6900,2023-02-17,7500,2023-05-04,Porto
V000670,35-DG-46,Volkswagen,Tiguan,SUV,5,2017,Híbrido a Gasolina,79000,11200,2023-02-04,12400,2023-02-17,Porto
V000671,72-RP-97,Seat,Arona,SUV,5,2020,Gasolina,49000,10400,2023-02-24,11200,2023-05-15,Porto
V000672,12-EE-54,Nissan,Qashqai,SUV,5,2016,Híbrido a Gasolina,110000,8900,2023-02-13,,,Porto
V000673,64-HT-29,Audi,A3,Sedan,5,2019,Gasóleo,53000,13400,2023-02-22,14300,2023-07-08,Porto
V000674,74-TF-34,Volkswagen,Tiguan,SUV,5,2018,Gasóleo,79000,12600,2023-02-04,14400,2023-03-14,Porto
V000675,16-MN-77,Fiat,500,Citadino,4,2016,Híbrido a Gasolina,77000,6100,2023-02-08,6500,2023-04-12,Porto
V000676,54-WN-41,Peugeot,208,Citadino,5,2019,Gasolina,61000,8400,2023-02-11,9300,2023-05-02,Porto
V000677,48-DD-95,Mercedes,GLA,SUV,5,2019,Gasolina,62000,15100,2023-02-02,16700,2023-06-19,Porto
