id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000678,45-GS-59,Tesla,Model 3,Elétrico,5,2021,100% Elétrico,38000,28300,2023-03-05,30800,2023-06-20,Porto
V000679,79-TK-48,Volkswagen,Tiguan,SUV,5,2019,Gasolina,67000,13000,2023-03-20,13900,2023-04-26,Porto
V000680,81-LL-67,Kia,Niro,SUV,5,2017,100% Elétrico,85000,12300,2023-03-24,,,Porto
V000681,26-JB-82,Volkswagen,Tiguan,SUV,5,2017,Gasolina,109000,11200,2023-03-16,12800,2023-06-06,Porto
V000682,59-MT-44,Kia,Niro,SUV,5,2019,100% Elétrico,65000,16000,2023-03-27,18000,2023-07-15,Porto
V000683,38-JW-44,Mercedes,GLA,SUV,5,2022,Híbrido a Gasolina,32000,24900,2023-03-19,27300,2023-06-05,Porto
V000684,41-GR-24,Peugeot,3008,SUV,5,2016,Gasóleo,113000,9600,2023-03-08,10900,2023-04-02,PORTO 
V000685,17-UA-55,BMW,Série 1,Hatchback,5,2021,Híbrido a Gasolina,49000,15300,2023-03-11,16800,2023-06-06,Porto
V000686,42-UU-87,Kia,Niro,SUV,5,2018,100% Elétrico,89000,12400,2023-03-01,14600,2023-06-18,Porto
V000687,65-LE-71,Renault,Zoe,Elétrico,5,2020,100% Elétrico,54000,13000,2023-03-08,14500,2023-04-28,Porto
V000688,32-MV-87,Peugeot,3008,SUV,5,2018,Gasóleo,100000,10400,2023-03-28,11200,2023-06-27,Porto
V000689,11-YU-15,Volkswagen,Tiguan,SUV,5,2015,Gasolina,110000,9300,2023-03-15,10000,2023-04-01,Porto
V000690,53-WC-35,Tesla,Model 3,Elétrico,5,2022,100% Elétrico,13000,34100,2023-03-09,38400,2023-04-17,Porto
V000691,25-AB-23,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,41000,24900,2023-03-29,28300,2023-06-17,Porto
