id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000030,48-QJ-95,Audi,A3,Sedan,5,2020,Gasóleo,43000,16800,2022-03-14,19300,2022-04-26,Lisboa
V000031,88-SJ-61,Renault,Clio,Citadino,5,2019,Gasolina,63000,7600,2022-03-05,,,Lisboa
V000032,31-VC-46,Mercedes,GLA,SUV,5,2017,Gasolina,69000,14100,2022-03-14,16300,2022-07-25,Lisboa
V000033,19-ON-90,BMW,Série 1,Hatchback,5,2019,Gasolina,39000,13400,2022-03-27,15200,2022-08-07,Lisboa
V000034,41-DO-27,Audi,A3,Sedan,5,2019,Gasolina,33000,16000,2022-03-13,17100,2022-07-21,Lisboa
V000035,80-OF-70,Mercedes,Classe A,Hatchback,5,2018,Híbrido a Gasolina,73000,12600,2022-03-20,14600,2022-07-19,Lisboa
V000036,40-IK-50,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,39000,27800,2022-03-27,31800,2022-04-27,Lisboa
V000037,63-MY-84,BMW,X1,SUV,5,2019,Gasóleo,44000,18500,2022-03-13,19700,2022-07-09,Lisboa
V000038,79-ZT-38,Mercedes,GLA,SUV,5,2018,Gasóleo,70000,15400,2022-03-19,17300,2022-07-16,Lisboa
V000039,89-RA-60,Seat,Arona,SUV,5,2021,Gasolina,34000,14100,2022-03-16,16500,2022-07-25,Lisboa
V000040,58-IY-63,Mercedes,Classe A,Hatchback,5,2019,Gasóleo,34000,14900,2022-03-14,16400,2022-07-20,Lisboa
V000041,41-GA-89,BMW,X1,SUV,5,2020,Gasóleo,33000,21600,2022-03-18,24900,2022-04-09,Lisboa
V000042,30-JD-84,Volkswagen,Tiguan,SUV,5,2018,Híbrido a Gasolina,59000,14500,2022-03-19,16700,2022-04-29,Lisboa
V000043,48-VT-25,Seat,Arona,SUV,5,2018,Gasolina,57000,9100,2022-03-22,9800,2022-06-04,Lisboa
V000044,23-NL-91,Peugeot,208,Citadino,5,2018,Gasolina,53000,8700,2022-03-18,10100,2022-07-15,Lisboa
V000045,85-IK-41,Seat,Ibiza,Citadino,5,2015,Gasolina,100000,4900,2022-03-06,5500,2022-07-19,Lisboa
V000046,37-LZ-43,BMW,X1,SUV,5,2017,Híbrido a Gasolina,79000,13900,2022-03-08,15000,2022-06-11,Lisboa
