id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000356,72-GD-14,Nissan,Qashqai,SUV,5,2021,Gasóleo,35000,15700,2024-02-04,17000,2024-02-24,Lisboa
V000357,36-UP-20,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,84000,9500,2024-02-22,10100,2024-03-23,Lisboa
V000358,48-CG-76,Peugeot,208,Citadino,5,2020,Gasóleo,77000,7500,2024-02-24,8600,2024-03-17,Lisboa
V000359,91-SL-96,Mercedes,Classe A,Hatchback,5,2021,Gasolina,52000,14000,2024-02-07,16100,2024-06-04,Lisboa
V000360,50-RK-57,BMW,Série 1,Hatchback,5,2021,Híbrido a Gasolina,48000,14800,2024-02-06,17300,2024-06-10,Lisboa
V000361,42-LO-67,Peugeot,208,Citadino,5,2019,100% Elétrico,62000,9200,2024-02-11,,,Lisboa
V000362,37-KA-98,Mercedes,GLA,SUV,5,2017,Gasolina,95000,10800,2024-02-10,,,Lisboa
V000363,48-CS-61,Hyundai,Kona,SUV,5,2017,Gasolina,91000,8800,2024-02-19,9600,2024-05-04,Lisboa
V000364,17-YK-54,Peugeot,3008,SUV,5,2016,Gasóleo,118000,8200,2024-02-11,8800,2024-05-30,Lisboa
V000365,77-BK-79,Volkswagen,Golf,Hatchback,5,2020,Híbrido a Gasolina,83000,10800,2024-02-04,11500,2024-05-23,Lisboa
V000366,47-ZM-28,Nissan,Qashqai,SUV,5,2021,Híbrido a Gasolina,55000,15000,2024-02-05,16300,2024-03-11,Lisboa
V000367,71-RG-72,BMW,X1,SUV,5,2018,Gasolina,70000,12600,2024-02-02,14500,2024-03-18,Lisboa
V000368,21-DV-62,Citroën,C3,Citadino,5,2015,Gasóleo,113000,3800,2024-02-24,,,Lisboa
V000369,66-TE-66,Nissan,Qashqai,SUV,5,2021,Gasóleo,47000,14500,2024-02-20,,,Lisboa
