id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000047,92-WP-67,Mercedes,Classe A,Hatchback,5,2016,Gasóleo,65000,10700,2022-04-01,12200,2022-06-13,Lisboa
V000048,80-KL-99,BMW,X1,SUV,5,2019,Gasóleo,52000,18000,2022-04-23,21200,2022-08-21,Lisboa
V000049,98-FG-37,Seat,Arona,SUV,5,2021,Gasolina,14000,15100,2022-04-08,,,Lisboa
V000050,78-EI-15,Seat,Arona,SUV,5,2017,Gasolina,50000,8900,2022-04-19,9400,2022-07-17,Lisboa
V000051,42-PD-18,Fiat,500,Citadino,4,2015,Híbrido a Gasolina,90000,5700,2022-04-05,6700,2022-06-03,Lisboa
V000052,89-HY-76,BMW,X1,SUV,5,2018,Gasolina,71000,14000,2022-04-02,15900,2022-07-29,Lisboa
V000053,43-VC-30,Hyundai,Kona,SUV,5,2018,Gasolina,52000,13500,2022-04-19,15300,2022-06-23,Lisboa
V000054,68-CV-39,Fiat,500,Citadino,4,2018,Gasolina,55000,7200,2022-04-14,8200,2022-07-07,Lisboa
V000055,28-CB-31,Tesla,Model 3,Elétrico,5,2018,100% Elétrico,63000,20600,2022-04-21,24100,2022-06-10,Lisboa
V000056,73-OC-86,Peugeot,208,Citadino,5,2019,100% Elétrico,58000,10500,2022-04-30,11800,2022-07-20,Lisboa
V000057,32-PQ-93,Seat,Ibiza,Citadino,5,2018,Gasolina,83000,6200,2022-04-09,7000,2022-06-28,Lisboa
V000058,30-KN-98,Seat,Arona,SUV,5,2018,Gasolina,48000,9900,2022-04-19,11300,2022-07-22,Lisboa
V000059,61-QA-94,Mercedes,Classe A,Hatchback,5,2014,Gasolina,94000,7900,2022-04-25,,,Lisboa
V000060,46-OW-72,Seat,Ibiza,Citadino,5,2017,Gasolina,88000,5600,2022-04-17,6300,2022-07-06,Lisboa
V000061,25-UE-73,Kia,Niro,SUV,5,2020,Híbrido a Gasolina,37000,18300,2022-04-08,20400,2022-05-19,Lisboa
V000062,86-QX-27,Seat,Arona,SUV,5,2019,Gasolina,49000,10500,2022-04-23,11400,2022-08-11,Lisboa
