id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000299,66-MM-94,BMW,X1,SUV,5,2021,Híbrido a Gasolina,31000,21900,2023-10-02,24000,2023-11-05,Lisboa
V000300,92-LA-80,Volkswagen,Tiguan,SUV,5,2017,Gasóleo,107000,10900,2023-10-24,12400,2024-01-20,Lisboa
V000301,92-QE-30,Volkswagen,Tiguan,SUV,5,2016,Gasóleo,92000,10000,2023-10-19,10900,2024-01-27,Lisboa
V000302,80-OU-80,BMW,Série 1,Hatchback,5,2020,Gasóleo,40000,15000,2023-10-04,,,Lisboa
V000303,18-GK-72,Mercedes,Classe A,Hatchback,5,2017,Gasóleo,77000,9400,2023-10-07,10300,2023-11-13,Lisboa
V000304,38-WX-92,BMW,Série 1,Hatchback,5,2020,Gasóleo,45000,14800,2023-10-19,16100,2024-01-19,Lisboa
V000305,87-CI-27,Renault,Zoe,Elétrico,5,2020,100% Elétrico,46000,12800,2023-10-05,13800,2023-11-13,Lisboa
V000306,37-BR-43,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,34000,18500,2023-10-21,21300,2024-02-13,Lisboa
V000307,21-ML-74,Kia,Niro,SUV,5,2021,Híbrido a Gasolina,41000,18700,2023-10-25,20900,2024-03-03,Lisboa
V000308,71-LB-38,Nissan,Qashqai,SUV,5,2019,Híbrido a Gasolina,59000,12600,2023-10-20,14500,2023-12-08,Lisboa
V000309,15-BU-51,Nissan,Qashqai,SUV,5,2020,Gasolina,54000,13300,2023-10-08,,,Lisboa
V000310,58-HQ-61,Kia,Niro,SUV,5,2020,Híbrido a Gasolina,43000,16300,2023-10-09,18300,2023-11-09,Lisboa
V000311,92-IG-29,Nissan,Leaf,Elétrico,5,2018,100% Elétrico,59000,11200,2023-10-16,12000,2023-12-25,Lisboa
V000312,30-UN-12,Volkswagen,Golf,Hatchback,5,2019,Híbrido a Gasolina,74000,10000,2023-10-04,10900,2024-02-15,Lisboa
V000313,76-MT-82,Volkswagen,Tiguan,SUV,5,2016,Gasolina,74000,9800,2023-10-05,,,Lisboa
V000314,62-TE-84,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,55000,12000,2023-10-24,13000,2024-03-07,Lisboa
