id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000172,79-KM-27,Mercedes,GLA,SUV,5,2019,Gasolina,48000,17000,2023-01-05,19400,2023-04-26,Lisboa
V000173,51-AU-44,BMW,Série 1,Hatchback,5,2018,Gasóleo,54000,11200,2023-01-24,13200,2023-05-17,Lisboa
V000174,19-CI-29,Volkswagen,Golf,Hatchback,5,2017,Gasolina,103000,8200,2023-01-18,9500,2023-04-15,Lisboa
V000175,23-EC-33,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,30000,24500,2023-01-05,28200,2023-04-19,Lisboa
V000176,62-MY-20,Citroën,C3,Citadino,5,2018,Gasóleo,74000,5700,2023-01-04,6100,2023-04-24,Lisboa
V000177,18-FN-45,Citroën,C3,Citadino,5,2016,Gasóleo,110000,4400,2023-01-08,4900,2023-03-29,Lisboa
V000178,60-KT-58,Renault,Clio,Citadino,5,2020,Gasolina,61000,7700,2023-01-09,8400,2023-02-24,Lisboa
V000179,47-XW-91,Nissan,Qashqai,SUV,5,2015,Gasóleo,126000,7900,2023-01-27,9300,2023-05-20,Lisboa
V000180,80-AX-69,Citroën,C3,Citadino,5,2018,Gasolina,75000,5200,2023-01-13,5900,2023-03-12,Lisboa
V000181,94-EW-64,Volkswagen,Tiguan,SUV,5,2020,Híbrido a Gasolina,61000,16700,2023-01-27,18200,2023-04-26,Lisboa
V000182,78-TU-20,BMW,X1,SUV,5,2017,Híbrido a Gasolina,95000,12900,2023-01-16,14800,2023-04-30,Lisboa
V000183,22-IH-75,Peugeot,3008,SUV,5,2017,Híbrido a Gasolina,102000,10300,2023-01-06,11000,2023-05-08,Lisboa
V000184,71-DJ-63,Citroën,C3,Citadino,5,2017,Gasóleo,99000,5100,2023-01-08,6000,2023-04-18,Lisboa
V000185,66-XW-67,BMW,X1,SUV,5,2020,Híbrido a Gasolina,50000,19700,2023-01-24,22000,2023-05-05,Lisboa
