id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000258,95-LQ-48,Seat,Ibiza,Citadino,5,2016,Gasolina,107000,4900,2023-07-23,5700,2023-12-03,Lisboa
V000259,52-UC-38,Nissan,Leaf,Elétrico,5,2015,100% Elétrico,90000,7800,2023-07-29,9200,2023-09-25,Lisboa
V000260,91-SS-89,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,43000,24000,2023-07-10,26800,2023-08-21,Lisboa
V000261,35-KN-82,Nissan,Leaf,Elétrico,5,2021,100% Elétrico,40000,14500,2023-07-17,15600,2023-09-05,Lisboa
V000262,45-GY-31,Kia,Niro,SUV,5,2021,100% Elétrico,35000,20700,2023-07-28,22000,2023-08-23,Lisboa
V000263,59-AB-78,Peugeot,3008,SUV,5,2018,Híbrido a Gasolina,81000,11200,2023-07-25,,,Lisboa
V000264,23-MQ-85,Seat,Ibiza,Citadino,5,2016,Gasolina,89000,4900,2023-07-11,5400,2023-10-19,Lisboa
V000265,72-LY-34,BMW,X1,SUV,5,2019,Gasóleo,70000,15300,2023-07-31,16800,2023-09-15,Lisboa
V000266,93-ZB-58,Nissan,Leaf,Elétrico,5,2016,100% Elétrico,90000,8000,2023-07-26,8600,2023-09-19,Lisboa
V000267,58-DR-42,Volkswagen,Golf,Hatchback,5,2016,Gasóleo,99000,7800,2023-07-02,8700,2023-08-12,Lisboa
V000268,23-QX-89,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,34000,18100,2023-07-21,20100,2023-09-06,Lisboa
V000269,15-RP-36,Volkswagen,Tiguan,SUV,5,2015,Gasóleo,125000,10000,2023-07-07,11000,2023-10-31,Lisboa
V000270,19-XX-22,Fiat,500,Citadino,4,2022,Gasolina,33000,10900,2023-07-01,12600,2023-08-05,Lisboa
V000271,56-ZV-50,Audi,A3,Sedan,5,2019,Gasolina,46000,14100,2023-07-10,,,Lisboa
V000272,44-XC-57,Volkswagen,Tiguan,SUV,5,2015,Híbrido a Gasolina,125000,9500,2023-07-29,11200,2023-11-30,Lisboa
