id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000018,20-FC-86,Audi,A3,Sedan,5,2017,Gasóleo,90000,10500,2022-02-19,,,Lisboa
V000019,36-VW-50,Hyundai,Kona,SUV,5,2020,Gasolina,39000,15800,2022-02-19,18500,2022-05-22,Lisboa
V000020,37-QI-26,Seat,Arona,SUV,5,2019,Gasolina,44000,10400,2022-02-22,11100,2022-03-31,Lisboa
V000021,93-QA-95,Hyundai,Kona,SUV,5,2019,Híbrido a Gasolina,50000,16000,2022-02-12,,,Lisboa
V000022,36-VU-43,Nissan,Qashqai,SUV,5,2013,Híbrido a Gasolina,130000,7600,2022-02-05,8700,2022-04-11,Lisboa
V000023,43-FX-66,Peugeot,3008,SUV,5,2020,Híbrido a Gasolina,42000,16200,2022-02-02,18400,2022-03-19,Lisboa
V000024,56-ZB-55,Volkswagen,Golf,Hatchback,5,2018,Gasolina,75000,9800,2022-02-03,10400,2022-03-19,Lisboa
V000025,40-FZ-32,Peugeot,3008,SUV,5,2016,Gasóleo,91000,10200,2022-02-25,,,Lisboa
V000026,14-PH-35,Mercedes,GLA,SUV,5,2018,Gasóleo,64000,15800,2022-02-11,17500,2022-03-22,Lisboa
V000027,45-LU-75,Volkswagen,Golf,Hatchback,5,2018,Gasóleo,60000,10500,2022-02-26,,,Lisboa
V000028,14-DT-65,Kia,Niro,SUV,5,2021,Híbrido a Gasolina,18000,21900,2022-02-01,,,Lisboa
V000029,10-QZ-78,Tesla,Model 3,Elétrico,5,2018,100% Elétrico,49000,23200,2022-02-14,26600,2022-03-09,Lisboa
