id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000143,70-PU-35,Nissan,Qashqai,SUV,5,2017,Gasóleo,83000,10400,2022-11-22,,,Lisboa
V000144,14-FN-32,Nissan,Qashqai,SUV,5,2019,Gasolina,55000,13800,2022-11-02,,,Lisboa
V000145,52-JO-92,Mercedes,GLA,SUV,5,2017,Gasóleo,72000,13500,2022-11-26,15800,2023-01-04,Lisboa
V000146,11-XK-47,Renault,Clio,Citadino,5,2016,GPL,68000,5300,2022-11-28,6100,2023-02-13,Lisboa
V000147,71-KH-10,Audi,A3,Sedan,5,2017,Gasóleo,73000,10700,2022-11-28,12600,2023-01-26,Lisboa
V000148,25-OJ-30,Peugeot,3008,SUV,5,2018,Híbrido a Gasolina,53000,13500,2022-11-11,14400,2023-01-22,Lisboa
V000149,68-XT-57,Renault,Clio,Citadino,5,2018,GPL,66000,6300,2022-11-23,7000,2023-01-08,Lisboa
V000150,56-CS-24,Citroën,C3,Citadino,5,2018,Gasóleo,79000,6200,2022-11-18,7000,2023-03-24,Lisboa
V000151,75-OZ-17,Citroën,C3,Citadino,5,2014,Gasóleo,135000,4200,2022-11-19,4500,2023-04-05,Lisboa
V000152,84-CB-64,Seat,Ibiza,Citadino,5,2015,Gasóleo,113000,5000,2022-11-02,5700,2022-11-14,Lisboa
V000153,92-NL-58,Mercedes,GLA,SUV,5,2021,Gasóleo,18000,24600,2022-11-30,28300,2023-01-15,Lisboa
V000154,38-AY-12,Hyundai,Kona,SUV,5,2016,Gasolina,62000,11500,2022-11-03,13200,2022-12-17,Lisboa
V000155,24-BZ-94,Volkswagen,Golf,Hatchback,5,2015,Híbrido a Gasolina,85000,8000,2022-11-14,9400,2023-01-13,Lisboa
V000156,15-MO-39,Audi,A3,Sedan,5,2014,Híbrido a Gasolina,101000,8900,2022-11-01,9700,2022-11-25,Lisboa
V000157,28-VQ-38,Audi,A3,Sedan,5,2016,Híbrido a Gasolina,87000,10700,2022-11-05,11600,2023-02-07,Lisboa
