id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000077,40-RE-59,Audi,A3,Sedan,5,2018,Gasolina,45000,12800,2022-06-23,13700,2022-11-08,Lisboa
V000078,45-BW-57,Audi,A3,Sedan,5,2017,Híbrido a Gasolina,73000,12400,2022-06-18,14100,2022-11-02,Lisboa
V000079,34-DO-21,Citroën,C3,Citadino,5,2019,Gasolina,59000,7200,2022-06-12,8000,2022-07-09,Lisboa
V000080,39-KY-28,Audi,A3,Sedan,5,2020,Gasolina,28000,17700,2022-06-01,20000,2022-08-05,Lisboa
V000081,26-AL-40,Mercedes,Classe A,Hatchback,5,2019,Gasóleo,49000,13700,2022-06-05,,,Lisboa
V000082,38-TB-94,Mercedes,GLA,SUV,5,2018,Gasolina,56000,16300,2022-06-05,18200,2022-07-14,Lisboa
V000083,20-KT-28,Fiat,500,Citadino,4,2018,Híbrido a Gasolina,67000,7400,2022-06-02,7900,2022-10-05,Lisboa
V000084,99-DU-93,Volkswagen,Golf,Hatchback,5,2017,Gasóleo,86000,8800,2022-06-18,9400,2022-10-18,Lisboa
V000085,50-VI-57,BMW,Série 1,Hatchback,5,2017,Híbrido a Gasolina,68000,11700,2022-06-14,12800,2022-07-20,Lisboa
V000086,85-RR-52,Tesla,Model 3,Elétrico,5,2016,100% Elétrico,67000,16500,2022-06-16,18600,2022-07-31,Lisboa
V000087,74-GE-94,Citroën,C3,Citadino,5,2016,Gasóleo,88000,5300,2022-06-25,5700,2022-10-05,Lisboa
V000088,94-WI-13,Nissan,Leaf,Elétrico,5,2016,100% Elétrico,88000,9000,2022-06-12,10200,2022-06-30,Lisboa
