id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000370,46-AK-98,Peugeot,3008,SUV,5,2016,Gasolina,104000,8600,2024-03-25,,,Lisboa
V000371,89-XE-98,Seat,Arona,SUV,5,2023,Gasolina,30000,13300,2024-03-16,15000,2024-06-02,Lisboa
V000372,93-AC-59,Mercedes,GLA,SUV,5,2017,Híbrido a Gasolina,72000,12300,2024-03-22,13100,2024-06-11,Lisboa
V000373,75-WD-50,Mercedes,Classe A,Hatchback,5,2022,Híbrido a Gasolina,53000,15900,2024-03-12,,,Lisboa
V000374,60-XF-12,Peugeot,208,Citadino,5,2019,Gasolina,83000,6600,2024-03-07,7300,2024-06-05,Lisboa
V000375,45-HE-53,Volkswagen,Golf,Hatchback,5,2017,Gasóleo,90000,7400,2024-03-08,8700,2024-03-27,Lisboa
V000376,49-TK-67,BMW,Série 1,Hatchback,5,2018,Gasóleo,96000,9600,2024-03-13,10700,2024-05-03,Lisboa
V000377,28-US-30,Peugeot,3008,SUV,5,2021,Gasóleo,59000,14300,2024-03-18,15900,2024-05-03,Lisboa
V000378,48-OX-91,Fiat,500,Citadino,4,2022,Híbrido a Gasolina,33000,10900,2024-03-04,12800,2024-06-29,Lisboa
V000379,39-VA-55,Seat,Arona,SUV,5,2018,Gasolina,70000,7700,2024-03-25,8700,2024-06-04,Lisboa
V000380,27-FG-38,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,68000,20700,2024-03-05,23200,2024-06-24,Lisboa
V000381,66-TP-98,Tesla,Model 3,Elétrico,5,2022,100% Elétrico,41000,28700,2024-03-01,31000,2024-03-29,Lisboa
V000382,67-OB-41,Seat,Ibiza,Citadino,5,2021,Gasolina,63000,7300,2024-03-13,8200,2024-04-03,Lisboa
