id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000494,49-DK-31,Seat,Arona,SUV,5,2022,Gasolina,40000,11600,2024-12-02,,,Lisboa
V000495,85-AK-58,Nissan,Qashqai,SUV,5,2018,Gasóleo,105000,9400,2024-12-28,,,Lisboa
V000496,95-KF-88,Nissan,Qashqai,SUV,5,2021,Gasolina,48000,13900,2024-12-16,,,Lisboa
V000497,38-TX-21,Kia,Niro,SUV,5,2023,100% Elétrico,21000,22800,2024-12-21,,,Lisboa
V000498,93-JQ-48,Citroën,C3,Citadino,5,2021,Gasóleo,60000,7000,2024-12-09,,,Lisboa
V000499,76-FS-73,Seat,Ibiza,Citadino,5,2019,Gasolina,88000,5800,2024-12-13,6600,2024-12-29,Lisboa
V000500,82-XU-17,Kia,Niro,SUV,5,2021,Híbrido a Gasolina,57000,16300,2024-12-15,,,Lisboa
V000501,91-GN-44,Seat,Arona,SUV,5,2022,Gasolina,35000,13000,2024-12-05,,,Lisboa
V000502,69-PR-65,Peugeot,208,Citadino,5,2022,Gasolina,24000,11000,2024-12-20,,,Lisboa
V000503,72-ZA-17,Hyundai,Kona,SUV,5,2019,100% Elétrico,82000,12300,2024-12-09,,,Lisboa
V000504,60-XE-40,BMW,X1,SUV,5,2022,Gasolina,38000,20600,2024-12-28,,,Lisboa
V000505,40-TD-50,Mercedes,Classe A,Hatchback,5,2018,Híbrido a Gasolina,105000,10000,2024-12-17,,,Lisboa
V000506,66-NI-85,Fiat,500,Citadino,4,2022,Gasolina,25000,9700,2024-12-24,,,Lisboa
V000507,56-PW-57,Seat,Ibiza,Citadino,5,2019,GPL,89000,5200,2024-12-04,,,Lisboa
