id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000245,18-CM-81,BMW,X1,SUV,5,2016,Gasóleo,110000,11100,2023-06-22,,,Lisboa
V000246,82-SS-22,Renault,Clio,Citadino,5,2021,Gasolina,51000,8600,2023-06-15,9300,2023-10-11,Lisboa
V000247,45-ME-89,BMW,Série 1,Hatchback,5,2017,Gasóleo,99000,9100,2023-06-10,9700,2023-10-21,Lisboa
V000248,12-KZ-48,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,54000,22800,2023-06-02,26600,2023-08-21,Lisboa
V000249,63-TU-21,Nissan,Leaf,Elétrico,5,2021,100% Elétrico,25000,15400,2023-06-28,16800,2023-09-30,Lisboa
V000250,74-ME-77,Nissan,Qashqai,SUV,5,2017,Híbrido a Gasolina,102000,10500,2023-06-24,11200,2023-08-15,Lisboa
V000251,35-IL-69,Mercedes,GLA,SUV,5,2021,Gasolina,23000,22000,2023-06-27,,,Lisboa
V000252,85-RL-54,Audi,A3,Sedan,5,2020,Gasóleo,55000,13900,2023-06-01,,,Lisboa
V000253,92-HV-36,Nissan,Leaf,Elétrico,5,2021,100% Elétrico,24000,15200,2023-06-24,17700,2023-08-29,Lisboa
V000254,49-WW-92,Citroën,C3,Citadino,5,2020,Gasolina,58000,6600,2023-06-25,7200,2023-09-02,Lisboa
V000255,10-QV-57,Nissan,Leaf,Elétrico,5,2019,100% Elétrico,55000,11500,2023-06-28,13000,2023-10-19,Lisboa
V000256,43-UW-93,Mercedes,Classe A,Hatchback,5,2021,Gasóleo,34000,17000,2023-06-22,,,Lisboa
V000257,93-PJ-43,Peugeot,3008,SUV,5,2021,Híbrido a Gasolina,52000,16300,2023-06-29,18700,2023-08-15,Lisboa
