id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000452,17-QV-56,Mercedes,Classe A,Hatchback,5,2021,Gasolina,51000,14500,2024-09-19,,,Lisboa
V000453,52-HR-24,Volkswagen,Tiguan,SUV,5,2021,Gasolina,57000,15500,2024-09-20,16700,2024-11-23,Lisboa
V000454,74-VN-45,Audi,A3,Sedan,5,2021,Híbrido a Gasolina,51000,15100,2024-09-28,,,Lisboa
V000455,47-OT-57,Renault,Clio,Citadino,5,2018,Gasóleo,98000,5600,2024-09-17,,,Lisboa
V000456,45-DW-28,Hyundai,Kona,SUV,5,2020,Híbrido a Gasolina,40000,15000,2024-09-29,16100,2024-10-30,Lisboa
V000457,92-AJ-34,Nissan,Leaf,Elétrico,5,2022,100% Elétrico,52000,14200,2024-09-17,15800,2024-12-26,Lisboa
V000458,51-PS-95,Nissan,Leaf,Elétrico,5,2018,100% Elétrico,85000,8800,2024-09-08,,,Lisboa
V000459,57-JY-16,Renault,Zoe,Elétrico,5,2020,100% Elétrico,44000,11600,2024-09-15,,,Lisboa
V000460,98-VZ-29,Seat,Arona,SUV,5,2019,Gasolina,80000,7800,2024-09-06,,,Lisboa
V000461,95-KL-28,Volkswagen,Tiguan,SUV,5,2020,Híbrido a Gasolina,56000,14800,2024-09-19,,,Lisboa
V000462,50-EA-79,Fiat,500,Citadino,4,2023,Gasolina,28000,11300,2024-09-10,,,Lisboa
V000463,66-KW-24,Volkswagen,Golf,Hatchback,5,2019,Híbrido a Gasolina,92000,9700,2024-09-16,,,Lisboa
V000464,87-UG-84,Hyundai,Kona,SUV,5,2023,100% Elétrico,33000,22800,2024-09-18,25100,2024-10-23,Lisboa
V000465,75-MG-72,Tesla,Model 3,Elétrico,5,2018,100% Elétrico,84000,16700,2024-09-25,,,Lisboa
