id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000089,13-CX-77,Renault,Zoe,Elétrico,5,2019,100% Elétrico,31000,13900,2022-07-30,16000,2022-09-16,Lisboa
V000090,29-FY-89,Citroën,C3,Citadino,5,2017,Gasolina,94000,5400,2022-07-12,,,Lisboa
V000091,46-VV-85,BMW,X1,SUV,5,2017,Gasolina,67000,13400,2022-07-14,14900,2022-10-22,Lisboa
V000092,10-PX-65,Audi,A3,Sedan,5,2014,Gasóleo,92000,8800,2022-07-13,9700,2022-10-07,Lisboa
V000093,15-NA-68,Seat,Ibiza,Citadino,5,2015,GPL,115000,4300,2022-07-17,,,Lisboa
V000094,31-ZT-68,Nissan,Leaf,Elétrico,5,2017,100% Elétrico,86000,9600,2022-07-19,11300,2022-08-05,Lisboa
V000095,53-HK-31,Hyundai,Kona,SUV,5,2019,100% Elétrico,51000,16300,2022-07-28,,,Lisboa
V000096,32-TE-93,Mercedes,Classe A,Hatchback,5,2018,Gasolina,82000,11700,2022-07-07,12800,2022-08-25,Lisboa
V000097,90-KE-66,Hyundai,Kona,SUV,5,2017,Gasolina,79000,11400,2022-07-15,13300,2022-10-17,Lisboa
V000098,19-UC-88,Citroën,C3,Citadino,5,2015,Gasolina,81000,4500,2022-07-09,5200,2022-10-23,Lisboa
V000099,17-OD-53,Seat,Ibiza,Citadino,5,2019,Gasóleo,69000,7300,2022-07-31,8200,2022-12-11,Lisboa
V000100,59-NY-53,BMW,X1,SUV,5,2019,Híbrido a Gasolina,55000,18700,2022-07-02,21900,2022-10-17,Lisboa
V000101,84-VE-54,BMW,X1,SUV,5,2020,Gasolina,50000,18900,2022-07-11,20800,2022-08-30,Lisboa
V000102,95-WX-97,Audi,A3,Sedan,5,2016,Híbrido a Gasolina,68000,11200,2022-07-05,13000,2022-10-09,Lisboa
V000103,27-EC-47,Volkswagen,Tiguan,SUV,5,2015,Híbrido a Gasolina,81000,10600,2022-07-17,11500,2022-09-16,Lisboa
V000104,98-YT-31,Volkswagen,Tiguan,SUV,5,2014,Híbrido a Gasolina,125000,9500,2022-07-27,10300,2022-09-18,Lisboa
V000105,49-ZZ-70,BMW,X1,SUV,5,2019,Gasolina,50000,18200,2022-07-24,20500,2022-10-03,Lisboa
