id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000286,63-VX-78,Citroën,C3,Citadino,5,2020,Gasóleo,61000,7100,2023-09-11,,,Lisboa
V000287,30-JV-42,Nissan,Leaf,Elétrico,5,2021,100% Elétrico,31000,14800,2023-09-26,16200,2023-11-28,Lisboa
V000288,81-MH-75,BMW,X1,SUV,5,2016,Híbrido a Gasolina,87000,12500,2023-09-07,14400,2023-11-15,Lisboa
V000289,50-RB-11,Renault,Zoe,Elétrico,5,2022,100% Elétrico,22000,17800,2023-09-10,,,Lisboa
V000290,34-JO-32,Peugeot,3008,SUV,5,2018,Híbrido a Gasolina,96000,11600,2023-09-28,13400,2023-11-29,Lisboa
V000291,69-WE-15,BMW,X1,SUV,5,2015,Híbrido a Gasolina,101000,11100,2023-09-24,11800,2023-12-10,Lisboa
V000292,50-QH-33,Volkswagen,Golf,Hatchback,5,2016,Gasolina,96000,7700,2023-09-30,8900,2023-10-30,Lisboa
V000293,94-KK-56,Tesla,Model 3,Elétrico,5,2020,100% Elétrico,35000,25100,2023-09-06,,,Lisboa
V000294,88-TH-15,Kia,Niro,SUV,5,2018,Híbrido a Gasolina,63000,12300,2023-09-16,14400,2023-11-28,Lisboa
V000295,75-OP-15,Volkswagen,Golf,Hatchback,5,2017,Híbrido a Gasolina,95000,8200,2023-09-04,9200,2023-12-20,Lisboa
V000296,64-DG-78,BMW,Série 1,Hatchback,5,2021,Gasolina,44000,14000,2023-09-03,16300,2023-11-08,Lisboa
V000297,14-CC-16,Nissan,Leaf,Elétrico,5,2018,100% Elétrico,74000,10300,2023-09-24,11800,2024-01-31,Lisboa
V000298,96-DR-10,Nissan,Qashqai,SUV,5,2019,Gasolina,64000,11800,2023-09-27,12500,2023-12-28,Lisboa
