id_viatura,matricula,marca,modelo,tipo_automovel,num_lugares,ano_viatura,combustivel,quilometragem,preco_aquisicao,data_entrada_stock,preco_venda,data_venda,stand
V000315,35-QQ-97,Peugeot,208,Citadino,5,2020,Gasóleo,57000,9000,2023-11-06,9700,2023-12-21,Lisboa
V000316,87-RA-96,Volkswagen,Tiguan,SUV,5,2016,Gasóleo,121000,10300,2023-11-16,11700,2024-03-30,Lisboa
V000317,42-PY-39,Seat,Ibiza,Citadino,5,2016,Gasóleo,125000,5100,2023-11-02,5700,2023-12-09,Lisboa
V000318,58-UG-98,BMW,X1,SUV,5,2018,Gasolina,69000,14100,2023-11-18,15800,2023-12-30,Lisboa
V000319,97-MY-36,Seat,Arona,SUV,5,2021,Gasolina,32000,12200,2023-11-04,13800,2024-02-17,Lisboa
V000320,60-XE-94,Tesla,Model 3,Elétrico,5,2022,100% Elétrico,28000,30200,2023-11-16,34800,2024-02-24,Lisboa
V000321,91-AZ-21,Peugeot,3008,SUV,5,2018,Híbrido a Gasolina,82000,11700,2023-11-06,12600,2023-12-01,Lisboa
V000322,76-JW-86,Renault,Clio,Citadino,5,2021,Gasóleo,32000,9700,2023-11-03,11000,2024-02-25,Lisboa
V000323,96-BL-40,Audi,A3,Sedan,5,2017,Gasóleo,63000,11300,2023-11-16,12800,2024-01-26,Lisboa
V000324,80-JX-81,Kia,Niro,SUV,5,2019,100% Elétrico,58000,15800,2023-11-09,18500,2023-12-08,Lisboa
V000325,74-DR-19,Nissan,Qashqai,SUV,5,2019,Híbrido a Gasolina,61000,13700,2023-11-09,14800,2024-01-26,Lisboa
V000326,41-YK-68,Nissan,Qashqai,SUV,5,2018,Gasolina,93000,9900,2023-11-17,11200,2024-03-04,Lisboa
V000327,62-LQ-78,Hyundai,Kona,SUV,5,2022,Híbrido a Gasolina,33000,20800,2023-11-16,24000,2024-01-25,LISBOA 
